collocation,count,count_nested,length,lambda,z,shopkeeper_term,period,type,normalized_freq,doc_count,n_periods
店主鳴,26,0,2,3.0429295183612086,14.995420306693742,店主,1895-1911,2-gram,1.9830676531157045,13111,4
店主婦,45,0,2,3.027157632504052,19.532725801661552,店主,1895-1911,2-gram,3.4322324765464116,13111,5
店主某甲,121,0,2,2.8113596009116293,29.70038413908427,店主,1895-1911,2-gram,9.22889177026924,13111,3
告知店主,20,0,3,2.758387688012282,3.1986961435507135,店主,1895-1911,3-gram,1.5254366562428496,13111,3
交店主,9,0,3,2.68825645981368,7.0241047706941755,店主,1895-1911,3-gram,0.6864464953092823,13111,4
茶館店主,16,0,2,2.63434122092194,10.39439349545265,店主,1895-1911,2-gram,1.2203493249942796,13111,3
店主姓名,9,0,2,2.5858655169563183,7.753493949336389,店主,1895-1911,2-gram,0.6864464953092823,13111,3
店主報告,7,0,2,2.5759389327881794,6.865522745465943,店主,1895-1911,2-gram,0.5339028296849972,13111,3
店主辭,23,0,2,2.5494364927112847,12.021252050196345,店主,1895-1911,2-gram,1.7542521546792769,13111,4
店主夥友,11,0,2,2.470154846465104,8.171018172141302,店主,1895-1911,2-gram,0.8389901609335673,13111,3
表店主,11,0,2,2.4662988748626447,8.161358983638568,店主,1895-1911,2-gram,0.8389901609335673,13111,3
店主投報,5,0,2,2.4311958911168663,5.569195030389706,店主,1895-1911,2-gram,0.3813591640607124,13111,3
起火店主,14,0,2,2.403040651758315,8.939697199135624,店主,1895-1911,2-gram,1.0678056593699945,13111,4
店主夫婦,6,0,2,2.3423221731006927,5.84378225961872,店主,1895-1911,2-gram,0.45763099687285486,13111,4
疋店主,6,0,2,2.1462555709075937,5.375600313917059,店主,1895-1911,2-gram,0.45763099687285486,13111,3
逃逸店主,19,0,2,2.137480068722902,9.264471566387924,店主,1895-1911,2-gram,1.449164823430707,13111,3
店主允,43,0,2,2.131403096919559,13.770312367619237,店主,1895-1911,2-gram,3.2796888109221265,13111,4
提店主,175,0,2,2.1284976432582328,27.33161003700985,店主,1895-1911,2-gram,13.347570742124933,13111,3
店主察,32,0,2,2.0020200063033378,11.212603233213256,店主,1895-1911,2-gram,2.4406986499885592,13111,4
嗣店主,27,0,2,1.9044471964899028,9.830286774057434,店主,1895-1911,2-gram,2.059339485927847,13111,4
店主理論,7,0,2,1.8918302703233985,5.107992785892586,店主,1895-1911,2-gram,0.5339028296849972,13111,3
