collocation,count,count_nested,length,lambda,z,shopkeeper_term,period,type,normalized_freq,doc_count,n_periods
棧主投,8,0,2,1.273144332663465,3.6936430873808033,棧主,1872-1894,2-gram,0.8267024904412524,9677,3
棧主案,24,0,2,1.117794599886488,5.472520202912499,棧主,1872-1894,2-gram,2.4801074713237576,9677,3
獲棧主,5,0,2,1.0592448768516816,2.4756226787132127,棧主,1872-1894,2-gram,0.5166890565257828,9677,3
業主願,7,0,2,3.497528541893041,9.42299624599453,業主,1872-1894,2-gram,0.7233646791360959,9677,4
准業主,6,0,2,3.0097389918590935,7.571428488991938,業主,1872-1894,2-gram,0.6200268678309394,9677,4
現業主,5,0,2,2.3217589771031415,5.387407318232144,業主,1872-1894,2-gram,0.5166890565257828,9677,5
倒閉莊主,12,0,2,5.444101867282672,18.41151806028625,莊主,1872-1894,2-gram,1.2400537356618788,9677,3
傳號主,5,0,2,2.848491658452442,6.569615949610332,號主,1872-1894,2-gram,0.5166890565257828,9677,3
車行主,9,0,2,3.204431209564414,9.752330633001504,行主,1872-1894,2-gram,0.9300403017464091,9677,3
告行主,5,0,2,2.25240748035775,5.250232466063929,行主,1872-1894,2-gram,0.5166890565257828,9677,3
傳行主,11,0,2,2.092613264799896,7.028755453592123,行主,1872-1894,2-gram,1.1367159243567222,9677,3
事行主,16,0,2,1.6635367679478343,6.676232304243704,行主,1872-1894,2-gram,1.6534049808825049,9677,3
元行主,14,0,2,1.1134760680359226,4.19703141025477,行主,1872-1894,2-gram,1.4467293582721918,9677,4
時行主,8,0,2,1.0865789983715954,3.148088727071458,行主,1872-1894,2-gram,0.8267024904412524,9677,3
傳茶館主,10,0,2,3.5028382587092897,10.997447080427815,館主,1872-1894,2-gram,1.0333781130515656,9677,3
茶館主案,6,0,2,1.718317824093282,4.303769392538467,館主,1872-1894,2-gram,0.6200268678309394,9677,3
店主夫婦,6,0,3,5.921602284290152,3.5026160387939287,店主,1895-1911,3-gram,0.45763099687285486,13111,4
烟紙店主,5,0,2,5.497463681276326,9.114375071333058,店主,1895-1911,2-gram,0.3813591640607124,13111,4
薙髮店主,8,0,2,4.834671492871414,11.44565456157512,店主,1895-1911,2-gram,0.6101746624971398,13111,3
鐘表店主,13,0,2,4.504179267856996,14.127939463508623,店主,1895-1911,2-gram,0.9915338265578523,13111,4
店主王某,15,0,2,3.8895941880085685,13.948756470334697,店主,1895-1911,2-gram,1.144077492182137,13111,3
木器店主,5,0,2,3.5778485712800876,7.832621593321161,店主,1895-1911,2-gram,0.3813591640607124,13111,3
皮箱店主,9,0,2,3.324534202260742,9.702385008948665,店主,1895-1911,2-gram,0.6864464953092823,13111,3
傳押店主,10,0,3,3.2113038056042567,6.088989267252865,店主,1895-1911,3-gram,0.7627183281214248,13111,3
傳店主,325,0,2,3.119642676083904,52.561643984303466,店主,1895-1911,2-gram,24.788345663946306,13111,4
逸店主,29,0,2,3.0972853493648147,16.073301417620222,店主,1895-1911,2-gram,2.211883151552132,13111,5
店主報告捕房,6,0,3,3.0489608464126694,3.1775664869719664,店主,1895-1911,3-gram,0.45763099687285486,13111,3
