collocation,count,count_nested,length,lambda,z,shopkeeper_term,period,type,normalized_freq,doc_count,n_periods
賴店主親戚,7,0,3,6.085107471764713,2.9420356621104786,店主,1872-1894,3-gram,0.7233646791360959,9677,1
吳店主停歇,5,0,3,6.070779184777281,3.5801125160279392,店主,1872-1894,3-gram,0.5166890565257828,9677,1
拘押店主婦,6,0,2,6.043824325409954,14.731485354878908,店主,1872-1894,2-gram,0.6200268678309394,9677,1
益押店主,6,0,3,6.040921811426754,3.587116521330945,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主失單保甲局,5,0,3,5.981587964125085,2.7099739721743554,店主,1872-1894,3-gram,0.5166890565257828,9677,1
押英公堂店主,5,0,3,5.932634259126304,4.747637566465719,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主押店招牌,5,0,3,5.9054395661028085,2.8224025127224355,店主,1872-1894,3-gram,0.5166890565257828,9677,1
飯店主郭,5,0,2,5.895529074766705,13.33533284955196,店主,1872-1894,2-gram,0.5166890565257828,9677,1
小押店主,6,0,2,5.862755040835225,10.116102315618647,店主,1872-1894,2-gram,0.6200268678309394,9677,1
店主表兄帳,5,0,3,5.841356058648387,2.7488870608969216,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主給還掯勒,6,0,3,5.782447602119848,2.316527808869735,店主,1872-1894,3-gram,0.6200268678309394,9677,1
英公堂店主表兄,5,0,3,5.747637890702643,2.5963280912996365,店主,1872-1894,3-gram,0.5166890565257828,9677,1
知失竊店主,5,0,3,5.745209446857277,3.694525490206495,店主,1872-1894,3-gram,0.5166890565257828,9677,1
虞阿順店主,5,0,2,5.69549148821989,9.442176150053825,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主戚阿林,6,0,2,5.692552271131813,10.258902003016356,店主,1872-1894,2-gram,0.6200268678309394,9677,1
店主周瑞卿,5,0,2,5.692344163244048,9.43696691605025,店主,1872-1894,2-gram,0.5166890565257828,9677,1
貧困店主念,5,0,3,5.666171682642526,2.5453183641119077,店主,1872-1894,3-gram,0.5166890565257828,9677,1
念貧困店主,5,0,3,5.657840076621997,2.5415740584689472,店主,1872-1894,3-gram,0.5166890565257828,9677,1
管押繼店主,5,0,3,5.64591906027124,4.968433549228453,店主,1872-1894,3-gram,0.5166890565257828,9677,1
索找店主,6,0,3,5.608316910652814,3.621254632750661,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主少頃義泰,5,0,3,5.604712230114102,2.2421107188571,店主,1872-1894,3-gram,0.5166890565257828,9677,1
曰店主揭帖,5,0,3,5.6016771893736195,2.7153049819781323,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主念同夥,5,0,3,5.599693565435203,3.095313862769276,店主,1872-1894,3-gram,0.5166890565257828,9677,1
元店主吳芝山,5,0,3,5.533927429807194,2.6677665566964284,店主,1872-1894,3-gram,0.5166890565257828,9677,1
始店主索,5,0,3,5.455738186951109,5.199242723441404,店主,1872-1894,3-gram,0.5166890565257828,9677,1
外和昌竹布店主,5,0,2,5.429584491585485,9.668423001658251,店主,1872-1894,2-gram,0.5166890565257828,9677,1
人保案店主,5,0,3,5.4254663900077595,2.6041250152362614,店主,1872-1894,3-gram,0.5166890565257828,9677,1
聲兹萬泰店主,6,0,3,5.369474461634095,2.1375842246300705,店主,1872-1894,3-gram,0.6200268678309394,9677,1
經手店主索,7,0,3,5.366044717824569,3.501418377735995,店主,1872-1894,3-gram,0.7233646791360959,9677,1
店主饒舌從前,5,0,3,5.341103258562185,2.416862543152705,店主,1872-1894,3-gram,0.5166890565257828,9677,1
正大恒店主,6,0,2,5.316208518599884,10.439613361179596,店主,1872-1894,2-gram,0.6200268678309394,9677,1
銀匠店主,6,0,2,5.316208518599884,10.439613361179596,店主,1872-1894,2-gram,0.6200268678309394,9677,1
法捕頭店主,5,0,3,5.251766389105519,5.570474051180457,店主,1872-1894,3-gram,0.5166890565257828,9677,1
馮存仁店主,6,0,2,5.216124356074845,10.447001038691866,店主,1872-1894,2-gram,0.6200268678309394,9677,1
店主呵斥求,6,0,3,5.164146481181658,3.067700654901073,店主,1872-1894,3-gram,0.6200268678309394,9677,1
貧困店主,5,0,2,5.148944965984549,9.606316013990565,店主,1872-1894,2-gram,0.5166890565257828,9677,1
提正大恒店主,6,0,3,5.14569961984126,2.46575185032663,店主,1872-1894,3-gram,0.6200268678309394,9677,1
貫店主索,5,0,3,5.107341331718855,2.483436640588566,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主蔡炳生,9,0,2,5.082262142393256,12.603055465338938,店主,1872-1894,2-gram,0.9300403017464091,9677,1
虞阿順店主毆打,5,0,3,5.0642466683805445,2.0066827738751436,店主,1872-1894,3-gram,0.5166890565257828,9677,1
天店主周瑞卿,5,0,3,4.972358991275351,2.2778857213240826,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主呵斥,8,0,2,4.970827564532584,11.882566221988421,店主,1872-1894,2-gram,0.8267024904412524,9677,1
店主婦少,6,0,3,4.963296963066059,3.260162527971436,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主吳芝山,5,0,2,4.954740996264787,9.553391461232899,店主,1872-1894,2-gram,0.5166890565257828,9677,1
登報店主,5,0,3,4.922786336451356,3.060500482179467,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主着司帳,5,0,3,4.906859938602891,4.985909797085426,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主石姓,6,0,2,4.890200166800969,10.35508226588513,店主,1872-1894,2-gram,0.6200268678309394,9677,1
賠償押店主,6,0,3,4.8816624471321415,3.982001074463229,店主,1872-1894,3-gram,0.6200268678309394,9677,1
復護城河舊貨店主,5,0,3,4.824107282517243,1.9315555659952057,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主阿坤,5,0,2,4.794396938236149,9.473876397772647,店主,1872-1894,2-gram,0.5166890565257828,9677,1
中轉店主,6,0,3,4.770600454469017,8.333088908797835,店主,1872-1894,3-gram,0.6200268678309394,9677,1
轉店主着,5,0,3,4.746902875597225,7.396838244983453,店主,1872-1894,3-gram,0.5166890565257828,9677,1
詢虞阿順店主,5,0,3,4.74376672227803,2.2149590723852595,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主李福生,5,0,2,4.72293727027653,9.427167107602891,店主,1872-1894,2-gram,0.5166890565257828,9677,1
傳鐵店主,5,0,2,4.721846792616306,10.06849127934402,店主,1872-1894,2-gram,0.5166890565257828,9677,1
付店主朱少範,5,0,3,4.719170192207864,2.1884666049330246,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主哀求,5,0,2,4.656245191799891,9.37753717669141,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主吳芝山世,5,0,3,4.63815505702511,2.0865592926635985,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主知難,5,0,3,4.608085865382083,6.010834628156664,店主,1872-1894,3-gram,0.5166890565257828,9677,1
巨擘店主,5,0,2,4.5968714558977055,9.332246022481401,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主王雲樵,6,0,2,4.593930830763,10.137948018320378,店主,1872-1894,2-gram,0.6200268678309394,9677,1
員店主沈榮大,6,0,3,4.565175426305632,1.7476518823987814,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主查禀,5,0,3,4.494433558173386,6.732792656773503,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主楊某欠,6,0,3,4.368610366140212,2.5608397175211106,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主周瑞卿交,5,0,3,4.334074824685738,2.0654209300398447,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主表兄,5,0,2,4.329028056713257,9.055448197932282,店主,1872-1894,2-gram,0.5166890565257828,9677,1
萬泰店主早貼,6,0,3,4.295667804194281,1.7097828686800196,店主,1872-1894,3-gram,0.6200268678309394,9677,1
曰萬泰店主早,6,0,3,4.243652869041446,2.002531303868507,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主案適,5,0,3,4.196254692054122,5.430445600565929,店主,1872-1894,3-gram,0.5166890565257828,9677,1
案適店主,5,0,3,4.191724258197297,5.939687002487261,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主掮客,10,0,2,4.122758900431345,12.144170919234712,店主,1872-1894,2-gram,1.0333781130515656,9677,1
店主瞥見,5,0,2,4.119932738942554,8.78845067722129,店主,1872-1894,2-gram,0.5166890565257828,9677,1
釋匠店主,6,0,3,4.103385869163709,3.5119364527990826,店主,1872-1894,3-gram,0.6200268678309394,9677,1
餘貫店主,5,0,3,4.095717411343761,2.6150501661763523,店主,1872-1894,3-gram,0.5166890565257828,9677,1
揭帖店主,5,0,2,3.982495297544416,8.592563500973501,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主揭帖,5,0,2,3.9793479723827305,8.585785994741924,店主,1872-1894,2-gram,0.5166890565257828,9677,1
提店主阿坤,5,0,3,3.892123901114622,1.881425739659663,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主饒舌,6,0,2,3.8880305447225374,9.180200460807445,店主,1872-1894,2-gram,0.6200268678309394,9677,1
店主阿坤核,5,0,3,3.8686997124072304,1.8674073092545052,店主,1872-1894,3-gram,0.5166890565257828,9677,1
元時店主,5,0,3,3.859858064232632,6.7907665639940245,店主,1872-1894,3-gram,0.5166890565257828,9677,1
元米店主,7,0,2,3.818647420536422,9.229509477745223,店主,1872-1894,2-gram,0.7233646791360959,9677,1
問店主伊,5,0,3,3.79660435878303,5.77949347321003,店主,1872-1894,3-gram,0.5166890565257828,9677,1
八十四元店主,6,0,3,3.755560115008046,2.410074872119226,店主,1872-1894,3-gram,0.6200268678309394,9677,1
咆哮店主,9,0,2,3.735450177312496,10.77038573718132,店主,1872-1894,2-gram,0.9300403017464091,9677,1
封閉店主,8,0,2,3.7335041033422796,10.184487729493487,店主,1872-1894,2-gram,0.8267024904412524,9677,1
須生泰洋貨店主某甲,5,0,3,3.716960188202118,1.299359072119925,店主,1872-1894,3-gram,0.5166890565257828,9677,1
答店主姓,5,0,3,3.714056978679173,4.340590028926434,店主,1872-1894,3-gram,0.5166890565257828,9677,1
小的經手店主,7,0,3,3.6855015426685713,5.484735502536914,店主,1872-1894,3-gram,0.7233646791360959,9677,1
店主李福生投,5,0,3,3.6431490428635573,1.763913932263837,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主現處,5,0,3,3.6138785713560173,5.731653722492502,店主,1872-1894,3-gram,0.5166890565257828,9677,1
潤源增舊貨店主質,5,0,3,3.595995472462124,1.4326168260976961,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主裘思山,5,0,3,3.5404585225283713,1.4213635142932801,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主家住,5,0,3,3.52565585868604,4.8667104034567155,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主某丙,6,0,2,3.4616730676912195,8.381391295098624,店主,1872-1894,2-gram,0.6200268678309394,9677,1
探傳店主,9,0,3,3.409405817091652,2.334516597812369,店主,1872-1894,3-gram,0.9300403017464091,9677,1
緝拿店主,5,0,2,3.4020043838686664,7.5999543188461995,店主,1872-1894,2-gram,0.5166890565257828,9677,1
辦飯店主,5,0,2,3.393670337942705,7.765446793318685,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主失物,6,0,3,3.387584171734281,4.655244387121721,店主,1872-1894,3-gram,0.6200268678309394,9677,1
陳曰店主,8,0,3,3.3624312062165953,5.271009401744825,店主,1872-1894,3-gram,0.8267024904412524,9677,1
店主失單,6,0,2,3.3521839068337616,8.157384512562409,店主,1872-1894,2-gram,0.6200268678309394,9677,1
貫店主,5,0,2,3.3484180257619993,7.498177403848645,店主,1872-1894,2-gram,0.5166890565257828,9677,1
限天店主,5,0,3,3.3452571088671954,3.555647857561202,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主冉,6,0,2,3.3229833441325334,8.096552914045935,店主,1872-1894,2-gram,0.6200268678309394,9677,1
傳飯店主,5,0,2,3.258354844284505,7.456890529983365,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主親戚,14,0,2,3.2532650354291905,11.864903520493701,店主,1872-1894,2-gram,1.4467293582721918,9677,1
碗店主,5,0,2,3.2491588437081536,7.306068673390703,店主,1872-1894,2-gram,0.5166890565257828,9677,1
傳店主少頃,5,0,3,3.218077572940702,2.0401701689817453,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主無端,5,0,2,3.113458526301045,7.035803433575351,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主暫交,5,0,3,3.1066348205018346,4.52544014987448,店主,1872-1894,3-gram,0.5166890565257828,9677,1
供店主命,6,0,3,3.0991951667031525,5.445077718329024,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主延醫,6,0,3,3.0753766826437334,1.988310994262498,店主,1872-1894,3-gram,0.6200268678309394,9677,1
保外店主,5,0,3,3.0166308045414256,4.1094598314444655,店主,1872-1894,3-gram,0.5166890565257828,9677,1
期傳店主,10,0,3,2.978712408244775,4.9933350632967395,店主,1872-1894,3-gram,1.0333781130515656,9677,1
函追店主,6,0,3,2.927027031622121,3.9059795020649104,店主,1872-1894,3-gram,0.6200268678309394,9677,1
買賣店主,10,0,2,2.891618651548559,9.089179585166654,店主,1872-1894,2-gram,1.0333781130515656,9677,1
店主經手人,7,0,2,2.8752746121889197,7.643357356948335,店主,1872-1894,2-gram,0.7233646791360959,9677,1
店主伊店,5,0,3,2.8334348513990015,4.420753533846684,店主,1872-1894,3-gram,0.5166890565257828,9677,1
張曰店主,5,0,3,2.827548566599644,4.321987218245168,店主,1872-1894,3-gram,0.5166890565257828,9677,1
店主賠洋,6,0,3,2.7970217515012012,3.5864656684822194,店主,1872-1894,3-gram,0.6200268678309394,9677,1
店主押店,5,0,2,2.7968684356418994,6.381654787403425,店主,1872-1894,2-gram,0.5166890565257828,9677,1
吊贓店主,9,0,3,2.793612593282105,2.9131488723846313,店主,1872-1894,3-gram,0.9300403017464091,9677,1
店主少頃,5,0,2,2.747835488296145,6.277638668339496,店主,1872-1894,2-gram,0.5166890565257828,9677,1
店主帶回,11,0,3,2.74218413460141,3.993928034964923,店主,1872-1894,3-gram,1.1367159243567222,9677,1
店主竊賊,5,0,2,2.719529600064086,6.217306142400959,店主,1872-1894,2-gram,0.5166890565257828,9677,1
開設年店主,6,0,3,2.697026991861368,4.2268047645518125,店主,1872-1894,3-gram,0.6200268678309394,9677,1
